Route,Yield,Seats,Lcl_Percent,Lcl_Fare,Miles,market_share_seats,number_of_airline,number_of_LCC
DCA-PHL,58.46416859,155.576087,4.699547246,252.1997012,119,0.5,1,0
DCA-PHL,60.42038313,195.923913,5.171333386,274.9710073,119,0.5,1,0
DCA-PHL,61.16661467,192.0805556,4.907607399,279.0353308,119,0.5,1,0
DCA-PHL,66.34041368,92.21062271,5.552202075,279.8439142,119,0.333333333,1,0
DCA-PHL,72.16496492,74.89311594,7.02762691,281.2920319,119,0.333333333,1,0
DCA-PHL,66.81477,81.34057971,5.643676399,281.9342885,119,0.333333333,1,0
DCA-PHL,57.93803038,81.56043956,4.614686488,241.2583015,119,0.333333333,1,0
DCA-PHL,37.29699162,51.03846154,4.531789335,78.46105828,119,0.5,1,0
DCA-PHL,27.39078953,113.0652174,3.023556472,117.9961187,119,0.5,1,0
DCA-PHL,32.7849068,51.17934783,1.277580028,110.4902592,119,0.5,1,0
DCA-PHL,34.97757875,46.10277778,0.890884561,127.3559915,119,0.5,1,0
DCA-PHL,43.80794253,78.17857143,2.062894346,192.6512394,119,0.5,1,0
DCA-PHL,49.6088208,77.90217391,5.154984354,164.4917817,119,0.5,1,0
DCA-PHL,48.28508783,99.54076087,5.976389018,168.8585974,119,0.5,1,0
DCA-PHL,48.7394958,200.2166667,5.615005797,199.6759777,119,1,1,0
DCA-PHL,64.77230496,108.9120879,6.446379473,229.7221003,119,0.5,1,0
DCA-PHL,66.00552155,108.5597826,5.579833523,257.157397,119,0.5,1,0
DCA-PHL,67.10484198,106.1195652,5.712707448,281.8932945,119,0.5,1,0
DCA-PHL,62.4137494,124.7194444,4.727541714,305.9869679,119,0.5,1,0
DCA-PHL,65.82984794,140.4258242,4.450420722,306.5251765,119,0.5,1,0
DCA-PHL,64.76040713,142.3043478,4.926217118,316.2889327,119,0.5,1,0
DCA-PHL,63.34147402,141.9945652,5.078569039,307.0368733,119,0.5,1,0
DCA-PHL,57.59532615,134.6620879,4.032908845,295.3399179,119,0.5,1,0
DCA-PHX,10.33842009,485.875,29.88608359,289.5584002,1979,1,1,0
DCA-PHX,10.8419491,505.6793478,43.79948604,265.1243455,1979,1,1,0
DCA-PHX,11.56863965,499.956044,46.20053398,278.0283107,1979,1,1,0
DCA-PHX,11.36846819,536.1373626,41.56776604,283.5270218,1979,1,1,0
DCA-PHX,10.71076297,524.048913,32.83782276,286.4489988,1979,1,1,0
DCA-PHX,11.49600495,507.5054348,48.80452225,265.4703103,1979,1,1,0
DCA-PHX,12.3304697,514.7944444,49.08966894,289.4850035,1979,1,1,0
DCA-PHX,12.27892875,524.5659341,48.14820887,279,1979,1,1,0
DCA-PHX,10.96513391,507.7065217,44.01641202,251.4964504,1979,1,1,0
DCA-PHX,11.90048087,505.673913,53.6960968,269.9929891,1979,1,1,0
DCA-PHX,12.05133382,511.3111111,51.64409964,282.0011725,1979,1,1,0
DCA-PHX,12.37938014,527.5384615,52.22063147,279.0241341,1979,1,1,0
DCA-PHX,11.14371711,503.4728261,44.89505674,258.5048802,1979,1,1,0
DCA-PHX,12.33388938,485.3586957,57.70301685,274,1979,1,1,0
DCA-PHX,12.20242499,509.0333333,52.89500087,285.5326888,1979,1,1,0
DCA-PHX,12.85873694,513.9065934,54.33686572,290,1979,1,1,0
DCA-PHX,11.84674429,529.8586957,48.6039672,276.961505,1979,1,1,0
DCA-PHX,12.98819363,536.3858696,59.05263245,297.0060587,1979,1,1,0
DCA-PHX,12.63292129,519.5769231,55.98239912,293.9889755,1979,1,1,0
DCA-PHX,8.450191534,296.1373626,60.81595365,197,1979,1,1,0
DCA-PHX,7.473794078,222.9728261,57.73771655,176.3237901,1979,1,1,0
DCA-PHX,8.160840903,192.3695652,65.15961563,178.5212903,1979,1,1,0
DCA-PHX,7.178722621,193.8222222,67.19111788,153.5736127,1979,1,1,0
DCA-PHX,9.431141226,386.6428571,51.54644589,211.2529509,1979,1,1,0
DCA-PHX,10.66195048,384.4076087,47.23575611,245.0575186,1979,1,1,0
DCA-PHX,11.61892388,494.1521739,55.40717005,270.0204988,1979,1,1,0
DCA-PHX,11.44463661,554.0222222,56.35707467,265.5532073,1979,1,1,0
DCA-PHX,15.36263205,567.9340659,59.83148043,341.5397324,1979,1,1,0
DCA-PHX,13.69002214,550.6195652,52.09629866,318.4627691,1979,1,1,0
DCA-PHX,15.23537639,578.1521739,63.08459872,338,1979,1,1,0
DCA-PHX,14.32440906,584.8777778,59.29555283,324.4800552,1979,1,1,0
DCA-PHX,14.93233118,582.5164835,60.45940179,321.0433366,1979,1,1,0
DCA-PHX,11.97468646,579.7391304,59.25528651,249.5104775,1979,1,1,0
DCA-PHX,13.4177269,581.1847826,61.17130213,293.5073631,1979,1,1,0
DCA-PHX,13.23918944,585.7142857,59.90459959,297.0053384,1979,1,1,0
DFW-MIA,13.73542407,1889.247253,17.02515588,258.2798825,1121,1,1,0
DFW-MIA,12.48725971,1847.120879,17.73684701,215.9376349,1121,1,1,0
DFW-MIA,12.93043958,1844.793478,17.5682109,229.3880123,1121,1,1,0
DFW-MIA,12.09697948,1849.309783,18.6416686,201.649996,1121,1,1,0
DFW-MIA,14.2298083,1843.588889,16.89433969,254.1615105,1121,1,1,0
DFW-MIA,12.57677166,1844.626374,17.24623427,227.9712206,1121,1,1,0
DFW-MIA,11.81778864,1665.429348,19.4306446,184.6129469,1121,1,1,0
DFW-MIA,10.71125176,1476.369565,20.83871538,157.1462645,1121,1,1,0
DFW-MIA,11.55203048,1581.688889,19.28800571,195.01043,1121,1,1,0
DFW-MIA,11.06186534,1670.868132,21.05958662,187.507606,1121,1,1,0
DFW-MIA,11.41572354,1694.516304,19.33771594,205.9702609,1121,1,1,0
DFW-MIA,10.11138698,1625.505435,20.04190426,174.9567566,1121,1,1,0
DFW-MIA,11.06049224,1597.366667,20.19692279,208.8811799,1121,1,1,0
DFW-MIA,10.16818892,1505.296703,21.5504045,178.4780966,1121,1,1,0
DFW-MIA,9.45484607,1525.146739,20.77779976,143.4832367,1121,1,1,0
DFW-MIA,10.30111668,1621.76087,21.24621322,157.426554,1121,1,1,0
DFW-MIA,10.30391628,1682.461538,18.65312971,176.5207044,1121,1,1,0
DFW-MIA,9.767389458,1594.269231,20.12142796,149.9546149,1121,1,1,0
DFW-MIA,9.322979309,1514.875,19.10271461,141.0423922,1121,1,1,0
DFW-MIA,9.59128712,1647.554348,19.89705007,141.4816714,1121,1,1,0
DFW-MIA,10.25869759,1570.588889,22.20752674,150.4980476,1121,1,1,0
DFW-MIA,9.946304215,1588.247253,23.42383183,142.4980702,1121,1,1,0
DFW-MIA,9.991079393,1491.777174,22.96057448,141.0251091,1121,1,1,0
DFW-MIA,10.75024018,1400.195652,22.0160376,162.0203848,1121,1,1,0
DFW-MIA,10.92710303,1739.338889,22.45105174,155.535875,1121,1,1,0
DFW-MIA,10.83799718,1730.065934,22.40335646,156.0363095,1121,1,1,0
DFW-MIA,10.79764593,1623.125,22.25708466,151.645638,1121,1,1,0
DFW-MIA,11.28539089,1519.027174,21.00475807,156.9630725,1121,1,1,0
DFW-MIA,13.02596705,1599.544444,23.11378342,182.0421812,1121,1,1,0
DFW-MIA,11.95361285,1621.087912,19.39378018,166.4984396,1121,1,1,0
DFW-MIA,11.86440678,1642.255435,19.80055834,154.0356203,1121,1,1,0
DFW-MIA,12.39964318,1641.711957,18.6889418,165,1121,1,1,0
DFW-MIA,13.1132917,1600.17033,19.70456262,183.5274241,1121,1,1,0
DFW-MIA,12.84547147,1556.258242,18.78311106,185.0045297,1121,1,1,0
DFW-MIA,12.93219933,1562.418478,17.03691417,182.0901365,1121,1,1,0
DFW-MIA,12.80021497,1668.233696,17.19408565,171.9808196,1121,1,1,0
DFW-MIA,12.08683911,1716.116667,17.54895873,179.5457353,1121,1,1,0
DFW-MIA,10.8845232,1768.175824,17.56482366,158.4767424,1121,1,1,0
DFW-MIA,11.3743598,1667.184783,15.76223885,162.07888,1121,1,1,0
DFW-MIA,12.08555539,1649.092391,15.9188114,168.3535314,1121,1,1,0
DFW-MIA,12.66831898,1786.355556,18.42420337,190.5266754,1121,1,1,0
DFW-MIA,11.95361285,1876.642857,17.37504827,177.5255631,1121,1,1,0
DFW-MIA,12.31043711,1797.657609,16.58787549,167.5744871,1121,1,1,0
DFW-MIA,12.84800824,1784.625,17.87536567,174.5392585,1121,1,1,0
DFW-MIA,13.6485281,1797.288889,18.40785534,197.502834,1121,1,1,0
DFW-MIA,13.87154559,1803.620879,19.08645078,191.9998958,1121,1,1,0
DFW-MIA,13.82694023,1719.451087,18.0073703,166.0763461,1121,1,1,0
DFW-MIA,14.27160855,1718.869565,18.53777159,185.9541954,1121,1,1,0
DFW-MIA,14.63139893,1839.032967,16.92989426,216.544955,1121,1,1,0
DFW-MIA,14.31730878,1802.21978,15.75805134,228.4732827,1121,1,1,0
DFW-MIA,13.87292608,1780.565217,16.08685965,183.577507,1121,1,1,0
DFW-MIA,14.45307241,1728.413043,16.62797885,201.0189417,1121,1,1,0
DFW-MIA,15.07639331,1739.3,16.46554179,221.4968155,1121,1,1,0
DFW-MIA,14.49453944,1787.21978,16.482349,201.4405526,1121,1,1,0
DFW-MIA,14.81039359,1789.304348,15.79177882,204.1960975,1121,1,1,0
DFW-MIA,14.94064576,1705.445652,17.24869614,204.4231951,1121,1,1,0
DFW-MIA,15.65705333,1771.433333,18.42359336,227.0373627,1121,1,1,0
DFW-MIA,15.25423729,1832.043956,16.98461549,216.9772803,1121,1,1,0
DFW-MIA,14.89913208,1844.483696,18.08774349,206.096353,1121,1,1,0
DFW-MIA,15.44235503,1871.625,17.01343445,232.1450665,1121,1,1,0
DFW-MIA,15.87867975,2029.522222,17.53978317,241.4704493,1121,1,1,0
DFW-MIA,14.36324089,2002.961538,18.40977799,206.0178955,1121,1,1,0
DFW-MIA,13.33909747,1976.25,21.1016998,151.0625653,1121,1,1,0
DFW-MIA,12.84741057,2122.673913,26.99355618,128.5681538,1121,1,1,0
DFW-MIA,13.15835105,2213.142857,29.01092842,132.0102306,1121,1,1,0
DFW-MIA,13.11339547,2197.994505,30.96630897,141.5008724,1121,1,1,0
DFW-MIA,13.60188449,2152.793478,28.11523487,155.9847501,1121,1,1,0
DFW-MIA,14.2356827,2225.73913,25.88175105,172.5492019,1121,1,1,0
DFW-MIA,15.12111638,2219.672222,26.15962828,206.5180007,1121,1,1,0
DFW-MIA,14.00535236,2141.692308,25.23770866,188.9883952,1121,1,1,0
DFW-MIA,14.36217663,2011.086957,25.46478074,198.0691552,1121,1,1,0
DFW-MIA,14.80968577,2047.23913,25.94698372,199.0331549,1121,1,1,0
DFW-MIA,15.69990776,1920.983333,24.55183461,221.9919319,1121,1,1,0
DFW-MIA,15.16560179,1922.285714,25.51139017,213.0127921,1121,1,1,0
DFW-MIA,14.62979483,1956.451087,29.31957461,183.5317952,1121,1,1,0
DFW-MIA,15.56842239,1969.347826,25.86371313,215.522015,1121,1,1,0
DFW-MIA,15.7859032,2036.316667,24.8626686,239.4699811,1121,1,1,0
DFW-MIA,15.74416335,1993.043956,24.71533323,230,1121,1,1,0
DFW-MIA,14.67550455,2110.01087,26.09408102,207.074436,1121,1,1,0
DFW-MIA,14.98822969,2183.288043,25.96338212,206.0090274,1121,1,1,0
DFW-MIA,15.52477967,1894.313187,27.06102101,229.5491701,1121,1,1,0
DFW-MIA,9.770517148,1050.686813,27.01315598,131.3299667,1121,1,1,0
DFW-MIA,8.251402291,1763.695652,30.78305285,88.99643936,1121,1,1,0
DFW-MIA,9.670573211,1494.434783,21.61965499,128.2585268,1121,1,1,0
DFW-MIA,9.279909197,1597.505556,34.06519471,116.6250194,1121,0.968710311,2,1
DFW-MIA,11.46292576,1883.950549,34.26189249,144.5018067,1121,0.950564302,2,1
DFW-MIA,12.0005572,2017.657609,30.66433314,151.5577416,1121,0.963499804,2,1
DFW-MIA,12.40153559,1995.907609,32.29196446,143.0212139,1121,0.925136977,3,2
DFW-MIA,14.98383474,1887.027778,29.41351344,204.9141655,1121,0.879198105,3,2
DFW-MIA,17.61739087,1889.027473,28.64411976,243.9819033,1121,0.844399089,3,2
DFW-MIA,17.57394042,1701.929348,25.05822145,245.0064536,1121,0.79798335,2,1
DFW-MIA,19.36091726,1796.211957,23.88911372,286.0179412,1121,0.852574338,2,1
DFW-MIA,20.1696724,1762.644444,25.77043893,296.6938525,1121,0.91185938,2,1
DFW-MIA,19.31313515,1701.554945,25.44077995,283.00196,1121,0.874141547,3,2
DFW-MIA,16.99280686,1896.630435,21.98675231,263.5957164,1121,0.869099621,3,2
DFW-MIA,17.57165472,2053.586957,23.468281,271.4456236,1121,0.811636914,3,2
DFW-MIA,16.90752431,2231.521978,25.21059514,265.066695,1121,0.841112379,3,2
DFW-ORD,22.50452841,2825.653846,31.09772379,298.1094571,802,0.765216343,2,0
DFW-ORD,23.25762946,2651.862637,36.63100965,286.5611059,802,0.757100974,2,0
DFW-ORD,23.43654828,2692.206522,37.31709725,287.4708379,802,0.773695061,2,0
DFW-ORD,21.00241945,2613.032609,32.66800551,274.9192053,802,0.743614371,2,0
DFW-ORD,22.63448148,2627.538889,30.72584606,310.5366962,802,0.736110679,2,0
DFW-ORD,20.44887781,2705.681319,34.48243185,256.5963904,802,0.742093572,2,0
DFW-ORD,18.52045713,2440.809783,32.97572262,232.556777,802,0.749029333,2,0
DFW-ORD,17.71142889,2042.777174,38.36705859,210.5342448,802,0.730648187,2,0
DFW-ORD,19.57707143,1990.938889,36.86940221,241.0081129,802,0.734457522,2,0
DFW-ORD,18.39326898,2155.120879,40.70862565,210.5700861,802,0.685722677,2,0
DFW-ORD,17.89374531,2179.331522,40.20452204,201,802,0.626460907,2,0
DFW-ORD,16.51328184,2162.559783,42.7459611,178.8730407,802,0.685211111,2,0
DFW-ORD,16.09013746,2073.666667,35.45703064,190.0429024,802,0.705392779,2,0
DFW-ORD,16.2702504,2121.208791,39.55678291,183.4874082,802,0.727128215,2,0
DFW-ORD,15.27055751,2180.777174,37.16544221,170,802,0.735319288,2,0
DFW-ORD,15.39633906,2164.809783,37.76678252,161.0427214,802,0.708570443,2,0
DFW-ORD,16.64665756,2060.582418,35.07919922,188,802,0.696851564,2,0
DFW-ORD,16.3855443,2135.324176,38.75331015,177.4472392,802,0.708087741,2,0
DFW-ORD,15.39971924,2078.804348,38.78147414,165.5172449,802,0.704085352,2,0
DFW-ORD,14.65263735,2156.206522,40.09922577,153.5141515,802,0.705564961,2,0
DFW-ORD,14.83970204,2171.294444,37.62010317,164,802,0.725275806,2,0
DFW-ORD,15.45307913,2351.703297,43.25642335,162.4889491,802,0.733057016,2,0
DFW-ORD,15.33819765,2541.858696,40.18176792,167,802,0.7615932,2,0
DFW-ORD,14.65277599,2411.527174,41.11521652,145.5152634,802,0.746152126,2,0
DFW-ORD,15.58789096,2330.033333,42.93902709,153.9851145,802,0.741697143,2,0
DFW-ORD,15.32692177,2471.131868,42.60942048,146.4869854,802,0.747692482,2,0
DFW-ORD,15.52438348,2402.304348,42.22877508,147.5055555,802,0.734093295,2,0
DFW-ORD,13.84225053,2364.244565,47.47314527,122.0148493,802,0.73134775,2,0
DFW-ORD,14.71474905,2300.011111,46.22404003,129,802,0.754214655,2,0
DFW-ORD,16.01841885,2310.912088,46.54081291,143.9784794,802,0.77502801,2,0
DFW-ORD,16.58436749,2442.684783,47.22080728,153.5055227,802,0.783881263,2,0
DFW-ORD,15.96560613,2433.570652,48.37436975,144.0441612,802,0.776278767,2,0
DFW-ORD,16.33416459,2245.313187,44.04483224,147.4962915,802,0.775955734,2,0
DFW-ORD,18.32686062,2478.60989,47.75640646,169.4907111,802,0.785896589,2,0
DFW-ORD,18.51836864,2603.048913,44.57283824,175.5057722,802,0.804618111,2,0
DFW-ORD,17.52012681,2245.451087,45.85628001,168.511417,802,0.795671943,2,0
DFW-ORD,15.89798563,2075.827778,40.68349688,166.0036895,802,0.775773544,2,0
DFW-ORD,15.77168657,2343.895604,42.25490488,159.9926175,802,0.808707192,2,0
DFW-ORD,16.15132294,2524.255435,44.4007391,161.0448133,802,0.811653441,2,0
DFW-ORD,16.76908223,2202.570652,43.40343145,166.5119605,802,0.773476371,2,0
DFW-ORD,17.83042394,2098.766667,41.65501498,184.9906715,802,0.758431974,2,0
DFW-ORD,19.0142534,2299.39011,43.35118878,196.4943123,802,0.782317478,2,0
DFW-ORD,18.83098235,2499.309783,42.35785211,191.5305981,802,0.805498873,2,0
DFW-ORD,18.39487841,2265.396739,44.30396869,184.0358998,802,0.790892929,2,0
DFW-ORD,20.01262435,2090.25,42.20211258,208.5012473,802,0.803919977,2,0
DFW-ORD,20.57356608,2239.846154,43.78186389,209.5086592,802,0.809501493,2,0
DFW-ORD,19.95179993,2445.793478,44.60298467,193.0134354,802,0.770587188,3,1
DFW-ORD,18.95616341,2203.755435,50.34520796,165.0568611,802,0.708808651,3,1
DFW-ORD,20.2607742,2229.857143,42.78528407,204.4914091,802,0.733328033,3,1
DFW-ORD,21.32169576,2363.027473,46.01697793,206.5055944,802,0.748328284,3,1
DFW-ORD,20.26219941,2442.038043,46.84789631,189.5028393,802,0.748035166,3,1
DFW-ORD,20.20236722,2137.891304,48.69062342,186.0229851,802,0.727323153,3,1
DFW-ORD,19.95012469,2064.333333,45.07305519,188.4918077,802,0.711431575,3,1
DFW-ORD,20.63686756,2300.423077,46.13263656,197.4923222,802,0.732817573,3,1
DFW-ORD,20.38675225,2390.168478,42.43407664,204.5017531,802,0.748936091,3,1
DFW-ORD,20.94763092,2046.548913,47.393074,203.0314585,802,0.737869385,3,1
DFW-ORD,21.0110154,1919.411111,45.8417654,209.0166871,802,0.72089054,3,1
DFW-ORD,22.06982544,2244.142857,48.20874232,214.4958715,802,0.738473166,3,1
DFW-ORD,20.012816,2517.13587,45.4850668,196.0055687,802,0.738790602,3,1
DFW-ORD,18.33310988,2380.695652,44.36719358,169.0630825,802,0.699028011,3,1
DFW-ORD,18.51676995,2053.238889,43.83922374,169.495505,802,0.695579592,3,1
DFW-ORD,18.82793017,2344.906593,48.76144894,166.4864863,802,0.708959402,3,1
DFW-ORD,16.83291771,2596.820652,49.12309506,140.0052831,802,0.737598758,3,1
DFW-ORD,16.39771696,2369.494565,52.97456702,131.50969,802,0.722335067,3,1
DFW-ORD,16.8949159,2374.401099,49.92645367,138.5027745,802,0.715021303,3,1
DFW-ORD,18.58636824,2308.505495,53.07902682,159.0313366,802,0.689263257,3,1
DFW-ORD,19.20296,2289.847826,52.7142541,166.0077392,802,0.674931399,3,1
DFW-ORD,17.58104738,2270.125,52.68095328,148.0188144,802,0.706257017,3,1
DFW-ORD,17.76744199,2189.055556,47.4856343,159,802,0.717568901,3,1
DFW-ORD,19.32668329,2171.043956,53.67602695,169,802,0.67176359,3,1
DFW-ORD,17.89207212,2108.586957,55.90342849,147.4944184,802,0.62088721,3,1
DFW-ORD,17.52308358,2100.934783,54.42354574,148.0421564,802,0.63514899,3,1
DFW-ORD,17.33007264,2144.344444,50.65815858,150,802,0.669483485,3,1
DFW-ORD,19.32668329,2201.021978,54.67349153,169.005706,802,0.623709254,3,1
DFW-ORD,20.07481297,2222.320652,53.4487593,178.0011007,802,0.613986459,3,1
DFW-ORD,20.3280316,2249.826087,52.47925723,186.5462201,802,0.682258748,3,1
DFW-ORD,19.63583579,2207.755556,51.36432538,181.4794031,802,0.711275458,3,1
DFW-ORD,20.07224781,2424.186813,50.76327704,185.9794274,802,0.67641215,3,1
DFW-ORD,19.94994972,2519.646739,49.51072032,183.9985967,802,0.659246356,3,1
DFW-ORD,18.58012321,2487.51087,51.18705421,166.5146862,802,0.676139771,3,1
DFW-ORD,16.76978139,2236.192308,49.58741966,148.5063532,802,0.720697062,3,1
DFW-ORD,12.09225056,1141.681319,35.47824533,110.4899248,802,0.825307426,3,1
DFW-ORD,9.164121939,1650.668478,46.3716459,65.48877384,802,0.746024533,3,1
DFW-ORD,10.09975062,1370.978261,50.19867765,77.49186253,802,0.732183751,3,1
DFW-ORD,10.53647979,1256.088889,50.93147566,83,802,0.772494474,3,1
DFW-ORD,13.40549884,1565.725275,55.70603331,108.0242014,802,0.762999497,4,2
DFW-ORD,14.46326146,1924.23913,55.06725384,119.4930354,802,0.730418207,4,2
DFW-ORD,16.02353214,1866.184783,52.71669001,135.0174556,802,0.721209626,4,2
DFW-ORD,17.02122018,1851.694444,44.9734814,156.9796283,802,0.737116685,3,1
DFW-ORD,24.25452409,1754.06044,49.90321535,228.5212832,802,0.697919832,3,1
DFW-ORD,24.37765152,1678.51087,51.70474909,225.5204521,802,0.69364315,3,1
DFW-ORD,24.81296758,1665.880435,51.11687684,232.0038374,802,0.656707145,3,1
DFW-ORD,23.3165712,1568.933333,47.45720809,223.5005495,802,0.63884396,3,1
DFW-ORD,25.12627523,1631.214286,52.79248828,230.9745452,802,0.611273771,3,1
DFW-ORD,23.13116266,1815.891304,48.64409113,217.5198742,802,0.658391874,3,1
DFW-ORD,21.32532476,2077.353261,47.1870453,203.5727615,802,0.698415454,3,1
DFW-ORD,21.25639685,1809.868132,43.69036432,216.0157982,802,0.693049433,3,1
DFW-PHL,17.47614671,982.6208791,42.24546572,326.5465993,1302,0.730051232,2,0
DFW-PHL,15.74667364,946.7472527,42.43621328,291.0216908,1302,0.718081648,2,0
DFW-PHL,15.58681185,1044.532609,43.34796771,285.4502419,1302,0.729671448,2,0
DFW-PHL,16.6975069,980.5434783,43.92933861,300.9156056,1302,0.723671544,2,0
DFW-PHL,17.74008711,931.8944444,43.37540098,329.0240658,1302,0.70926727,2,0
DFW-PHL,15.62470215,994.0934066,43.80038786,282.4577594,1302,0.713789743,2,0
DFW-PHL,12.85350975,971.5217391,41.61000418,236.5210433,1302,0.727942045,2,0
DFW-PHL,12.70499612,950.1086957,43.52331772,224.9537425,1302,0.721973057,2,0
DFW-PHL,14.13179874,914.2944444,40.80255695,251.9920392,1302,0.719491989,2,0
DFW-PHL,13.47980712,1005.032967,46.83760376,228.0425326,1302,0.688220753,2,0
DFW-PHL,12.78914907,1036.032609,47.69026781,219.088325,1302,0.660062464,2,0
DFW-PHL,12.08666946,991.6304348,46.17422371,202.4269091,1302,0.642652606,2,0
DFW-PHL,12.55799279,843.2277778,41.21421442,232.9898678,1302,0.675876902,2,0
DFW-PHL,12.36935814,895.1648352,46.5842448,217.049043,1302,0.71287302,2,0
DFW-PHL,12.05297772,889.0978261,44.93738132,215.9648849,1302,0.725543069,2,0
DFW-PHL,12.66459312,912.8586957,46.19157617,219.5178329,1302,0.734830124,2,0
DFW-PHL,14.20902393,856.2582418,46.40868233,254.9970169,1302,0.71830103,2,0
DFW-PHL,12.17388188,869.7142857,44.59497985,217.0031536,1302,0.722057495,2,0
DFW-PHL,11.44216408,873.3858696,43.72699236,214.9884881,1302,0.716589153,2,0
DFW-PHL,11.63022805,892.548913,43.67446799,222.4553415,1302,0.66152018,2,0
DFW-PHL,10.0611422,984.6777778,40.34081507,186.4980357,1302,0.674631933,2,0
DFW-PHL,10.48406973,1021.43956,39.13416822,201,1302,0.675781193,2,0
DFW-PHL,10.36857013,995.4021739,37.41807187,209.001217,1302,0.674697286,2,0
DFW-PHL,10.8654655,894.2663043,39.25301153,210.4894536,1302,0.662304835,2,0
DFW-PHL,11.86610591,846.9388889,40.61155157,232.0066022,1302,0.660424112,2,0
DFW-PHL,11.28999041,1073.730769,33.75867401,242.9978376,1302,0.753849893,2,0
DFW-PHL,10.90580479,1071.826087,32.53746646,233.516054,1302,0.773605407,2,0
DFW-PHL,9.868502875,1120.630435,39.80835973,168.0241851,1302,0.773741801,2,0
DFW-PHL,9.791673876,1029.755556,45.98683425,145,1302,1,1,0
DFW-PHL,10.21505376,1108.17033,45.31241185,153.4995836,1302,1,1,0
DFW-PHL,11.17450878,1040.880435,40.23321814,185.4921043,1302,1,1,0
DFW-PHL,10.78843871,1054.934783,45.11191401,167,1302,1,1,0
DFW-PHL,10.98217335,890.2692308,43.06742243,174.4697427,1302,1,1,0
DFW-PHL,11.13671275,918.7197802,46.98608162,176.9848259,1302,1,1,0
DFW-PHL,11.55948628,949.0652174,44.21263123,189.5015038,1302,1,1,0
DFW-PHL,11.02187999,889.9076087,46.84421108,171.5048774,1302,1,1,0
DFW-PHL,9.946131674,864.2,41.9649609,170.4959032,1302,1,1,0
DFW-PHL,9.715595636,878.1923077,43.2867013,162.0058896,1302,1,1,0
DFW-PHL,9.984639017,922.6956522,42.10290871,171.514959,1302,1,1,0
DFW-PHL,10.29185868,906.4782609,41.13712193,170.5656234,1302,1,1,0
DFW-PHL,10.906298,875.7666667,41.08242283,189.5118588,1302,1,1,0
DFW-PHL,11.21406198,906.9175824,39.83532611,195.992913,1302,1,1,0
DFW-PHL,11.05990783,932.1304348,37.18617473,199.0133341,1302,1,1,0
DFW-PHL,11.32832232,844.6358696,43.18038384,189.5367038,1302,1,1,0
DFW-PHL,12.59031402,785.5111111,43.02948757,221.5092639,1302,1,1,0
DFW-PHL,12.94124173,787.2252747,41.89389719,224.4547059,1302,1,1,0
DFW-PHL,12.3655914,782.2771739,39.18414291,213.5270079,1302,1,1,0
DFW-PHL,13.1724248,767.0434783,42.84864586,228.029825,1302,1,1,0
DFW-PHL,13.40221101,731.9010989,42.37088734,234.4903619,1302,0.57946389,2,0
DFW-PHL,13.28725038,774.6153846,41.277929,232.4680109,1302,0.580522957,2,0
DFW-PHL,12.5193458,738.3967391,41.73336028,211.9981177,1302,0.542005258,2,0
DFW-PHL,12.36467885,740.0869565,43.87077468,197.0118813,1302,0.530708164,2,0
DFW-PHL,13.05580828,782.8111111,41.69300027,224,1302,0.53159237,2,0
DFW-PHL,13.05713152,753.5659341,40.36019836,221.9961476,1302,0.475229994,3,1
DFW-PHL,12.3655914,770.5054348,33.49949379,215.5111475,1302,0.471639676,3,1
DFW-PHL,12.44196299,761.9945652,38.06474984,215.5028209,1302,0.474698673,3,1
DFW-PHL,13.17257714,743.4277778,36.5405903,221.0695442,1302,0.48231728,3,1
DFW-PHL,13.90093619,803.4615385,39.56967065,221.4877365,1302,0.465065245,3,1
DFW-PHL,13.32543361,833.1521739,37.87831692,200.9965747,1302,0.455922984,3,1
DFW-PHL,13.90125067,818.7173913,37.79553059,216.4876146,1302,0.465449108,3,1
DFW-PHL,14.74438869,724.3777778,35.59458864,238.464926,1302,0.442626401,3,1
DFW-PHL,15.51459293,740.3296703,35.80972151,257.4323821,1302,0.467405783,3,1
DFW-PHL,14.95403985,787.6576087,38.94312553,221.1725605,1302,0.449350448,2,1
DFW-PHL,13.59259581,1592.315217,39.09360498,209.4877988,1302,0.907184127,2,1
DFW-PHL,13.93903904,1432.637363,39.35328255,211.4862883,1302,0.913418928,2,1
DFW-PHL,14.51743307,1521.142857,40.73114898,215.0509359,1302,0.911799966,2,1
DFW-PHL,14.47752587,1558.461957,39.67958536,213.9947735,1302,0.915340639,2,1
DFW-PHL,14.78298652,1520.402174,43.1547577,217.4744845,1302,0.902638992,2,1
DFW-PHL,14.16906906,1507.838889,40.45991338,210.9875194,1302,0.895048741,2,1
DFW-PHL,15.05653597,1552.181319,42.46540429,223,1302,0.912393176,2,1
DFW-PHL,14.01585752,1596.429348,41.5586796,202.4864649,1302,0.912440865,2,1
DFW-PHL,14.28307179,1588.619565,44.95245174,206.4397906,1302,0.89822571,2,1
DFW-PHL,14.82405863,1471.522222,43.28751735,219.5011554,1302,0.894908085,2,1
DFW-PHL,15.66569525,1559.93956,42.50077475,233.9673521,1302,0.893354646,3,2
DFW-PHL,15.35794318,1548.554348,43.26301011,226.4307354,1302,0.899736648,3,2
DFW-PHL,15.32175321,1564.152174,48.76220719,223.446134,1302,0.904208059,2,1
DFW-PHL,14.74859924,1519.894444,43.57758552,226.5066905,1302,0.893591239,2,1
